0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.00298505746432888,0.0028635023379059155,0.4906643680507029,-0.0036545894989542336,0.4455915086357283,-0.34813061640044296,-0.02959678080330329,0.14652236439368083,0.00452519712956255,-0.0004068764147118842,-0.6220047520339436,-0.8757214233978536,0.9539423058520964,0.06871197459416689,0.30585283756675086,0.8971759666089667,-0.6396181870878421,0.3625209580664934,0.4860333046593903,0.6352855506412247
0.45863619989473253,0.027783067299908235,-0.32087362226102134,0.28823341655950274,0.2810362443590719,0.21802386700124016,0.17660021621476224,-0.0473552871988965,0.13413640171021426,-0.11666712844610022,-0.5290763710146538,0.4583011534969974,0.3840559334096998,-0.2408723161861428,0.3819671072359878,-0.38543678831296346,0.9155574178153487,-0.7482427381782009,0.8556839846760769,0.7484171691673744
0.10921455356212646,-0.026555056266345967,-0.08353865337652244,0.30764502077853173,0.2688812526965204,0.31763803333755225,0.19140442445839914,0.19205775698368244,0.16209744929176909,0.07644583088665102,0.21196209788988396,0.7409113419137108,-0.48547513171603884,-0.6507761541195309,-0.5252977480294438,-0.786668684614336,0.6860393109481349,0.062037345337520255,-0.5854543440673243,-0.48529570654576926
-0.5688573148235856,0.21526846662914256,0.2827330931731519,0.3871825035384232,0.09015515472885491,-0.27839939802566077,0.0035710055772547045,0.07773257074866535,0.08191002730257067,-0.02392596303538682,0.607114418893929,-0.5526111407142698,-0.4931950562079741,0.2974758108281619,-0.6666690478500423,-0.6116991319714771,-0.9451628315956948,0.3265283416032392,0.8898932216812576,0.9670517470728264
-0.06282034189950306,0.02985994035717901,0.3129046038401908,0.007521654380620982,0.046141586556148695,0.4472721996059461,-0.08776667509230575,0.1124412625555289,-0.46104765500429024,0.07235735684780378,0.07550352471330046,-0.20011530060385563,-0.9015879682150636,-0.9780732270531887,-0.6947582746035961,-0.3014966619895272,0.9106893584111238,0.5106153255829098,0.43139881680401415,0.17540390668509986
0.07345295365811988,0.024498666405363627,-0.06591684336060666,0.28750119596284884,0.2782384901497549,-0.19641671058302418,0.1417697393264843,-0.07286881153078073,0.16144066538557525,-0.028211290694922342,-0.7395785148429475,0.16011261308308988,0.6121074674313893,-0.005653686309148531,0.24074061320509443,-0.3845316469516753,-0.612456289687322,0.6814801021674985,0.21102712359527076,0.7861075578590235
-0.17653828546863376,0.19777103290815712,-0.23464101573885476,-0.06834284242701343,0.3769263734273471,0.1441683421993305,0.13191435997389883,-0.2287363338143663,0.19457855497960952,-0.1652748691103856,-0.6134085043008455,-0.36515544424404744,0.335557121036691,0.6849932258636942,-0.00032195014920133325,-0.9822859845676173,-0.9407632408982041,-0.5384830135225687,-0.14166658538922317,0.5205071748861569
-0.07388511601238763,-0.23864669669515845,0.031115040896386975,0.727189854068771,0.05719590976806937,0.32247081248782117,0.016508083382595823,-0.07368804277336022,-0.16345430462821292,-0.032715793110930105,0.1303218922564333,0.5378775608570918,-0.551287907228627,-0.750395232513716,0.22480123367719917,0.6719401550894937,0.5876048714886724,-0.920702011611888,-0.9887335406062907,0.6996398376509174
0.11773498515592105,0.14920835624419426,0.2943378396855487,0.22207264975551416,0.06392772929475597,-0.18256410124721853,0.3915294305571131,-0.4718605700863838,0.19870942464246333,-0.11729938218349906,0.449482415943246,-0.9390600778163525,-0.7761262168050016,0.4940821651463665,-0.06425337936805264,-0.09232903650498048,0.35309955025076256,-0.015965574500486968,0.8568661636855992,-0.503262815147717
-0.19255163453732071,0.1452917610412475,0.22922217106297732,0.005055403984445511,0.10660830292668289,0.14163259367882092,-0.4585952549603947,0.061032920582782466,0.09716973929173772,-0.13622311600222475,0.404157915979549,0.16103858958683115,0.870213914393253,-0.03854972194321693,-0.3453366125715829,0.6240422736334865,0.6395914537680141,-0.7861840931620194,-0.9670946665218962,0.7368451349742746
0.1093248225862552,0.06696099841712655,-0.5096456233412583,0.15380739685005354,0.39323589536899056,0.055589766714068185,-0.023971036109817885,0.02339093999430457,0.003909303505578352,0.10415351913970664,0.8333422486768274,0.03847395410003274,-0.05506732910804346,-0.5056042907970715,0.19321429087356723,0.12887943746484365,0.3662183793462781,-0.2880294073162182,0.3053874007908324,0.2916111798906764
0.09802836507002527,0.328607602035898,0.2267763351587665,0.2645490501305249,0.274205339718952,0.22320673138672625,-0.008333915496724131,-0.08044695872715035,0.02482560880005641,-0.06764844515350649,-0.47405541072003254,-0.8850713721856134,0.495499266189388,0.5522854031258042,-0.6514263791644965,0.5930259851943998,-0.23799730424218013,0.931417942999367,-0.02500391397592061,0.9977753744305216
-0.004091222026368104,0.3174505455311576,0.05715817768515447,-0.01931080116225766,-0.10365018942813542,-0.34231808464184926,0.3186741629682529,-0.0002652453577237043,0.0007266726414404383,0.038409852923375426,0.44885464441417144,0.767552968640907,-0.09482371741474349,-0.2870517267589139,0.7224987774268086,-0.35998418123648235,-0.2840936368931204,0.5241407987779196,0.28234245521675505,0.6429860534509488
-0.0904163118853704,0.2758892440605729,-0.12870120113047706,-0.007321223580776193,0.4377914316833652,0.06080680748293221,0.07317963049109047,0.46191933097308824,0.07175187292709961,-0.0306766646210146,0.20302450063838728,-0.5709303905483047,-0.9002424994002933,0.7465950922174776,0.5993873667496163,-0.6972067706895899,-0.49281004292316344,-0.5670894873733239,-0.7328838140798144,0.1183313566359947
